pid,trial,bl,tr,condition,period,event
4,335,17,5,2,4,0
4,335,17,5,2,5,0
4,335,17,5,2,6,0
4,335,17,5,2,7,0
4,335,17,5,2,8,1
4,340,17,10,3,1,0
4,340,17,10,3,2,0
4,340,17,10,3,3,0
4,340,17,10,3,4,0
4,340,17,10,3,5,0
4,340,17,10,3,6,0
4,340,17,10,3,7,0
4,340,17,10,3,8,0
4,340,17,10,3,9,0
4,340,17,10,3,10,1
4,357,18,5,2,1,0
4,357,18,5,2,2,0
4,357,18,5,2,3,0
4,357,18,5,2,4,0
4,357,18,5,2,5,0
4,357,18,5,2,6,0
4,357,18,5,2,7,0
4,357,18,5,2,8,0
4,357,18,5,2,9,0
4,357,18,5,2,10,1
4,360,18,8,3,1,0
4,360,18,8,3,2,0
4,360,18,8,3,3,0
4,360,18,8,3,4,0
4,360,18,8,3,5,0
4,360,18,8,3,6,0
4,360,18,8,3,7,0
4,360,18,8,3,8,0
4,360,18,8,3,9,0
4,360,18,8,3,10,0
4,360,18,8,3,11,1
4,365,18,13,2,1,0
4,365,18,13,2,2,0
4,365,18,13,2,3,0
4,365,18,13,2,4,0
4,365,18,13,2,5,0
4,365,18,13,2,6,0
4,365,18,13,2,7,1
4,366,18,14,3,1,0
4,366,18,14,3,2,0
4,366,18,14,3,3,0
4,366,18,14,3,4,0
4,366,18,14,3,5,0
4,366,18,14,3,6,0
4,366,18,14,3,7,0
4,366,18,14,3,8,0
4,366,18,14,3,9,0
4,366,18,14,3,10,0
4,366,18,14,3,11,1
4,386,19,12,2,1,0
4,386,19,12,2,2,0
4,386,19,12,2,3,0
4,386,19,12,2,4,0
4,386,19,12,2,5,0
4,386,19,12,2,6,0
4,386,19,12,2,7,1
4,388,19,14,3,1,0
4,388,19,14,3,2,0
4,388,19,14,3,3,0
4,388,19,14,3,4,0
4,388,19,14,3,5,0
4,388,19,14,3,6,0
4,388,19,14,3,7,0
4,388,19,14,3,8,0
4,388,19,14,3,9,1
4,389,19,15,3,1,0
4,389,19,15,3,2,0
4,389,19,15,3,3,0
4,389,19,15,3,4,0
4,389,19,15,3,5,0
4,389,19,15,3,6,0
4,389,19,15,3,7,0
4,389,19,15,3,8,0
4,389,19,15,3,9,0
4,389,19,15,3,10,1
4,390,19,16,2,1,0
4,390,19,16,2,2,0
4,390,19,16,2,3,0
4,390,19,16,2,4,0
4,390,19,16,2,5,0
4,390,19,16,2,6,0
4,390,19,16,2,7,0
4,390,19,16,2,8,0
4,390,19,16,2,9,0
4,390,19,16,2,10,1
4,407,20,11,3,1,0
4,407,20,11,3,2,0
4,407,20,11,3,3,0
4,407,20,11,3,4,0
4,407,20,11,3,5,0
4,407,20,11,3,6,0
4,407,20,11,3,7,0
4,407,20,11,3,8,0
4,407,20,11,3,9,0
4,407,20,11,3,10,0
4,407,20,11,3,11,0
4,407,20,11,3,12,0
4,407,20,11,3,13,1
4,412,20,16,2,1,0
4,412,20,16,2,2,0
4,412,20,16,2,3,0
4,412,20,16,2,4,0
4,412,20,16,2,5,0
4,412,20,16,2,6,0
4,412,20,16,2,7,0
4,412,20,16,2,8,0
4,412,20,16,2,9,0
4,412,20,16,2,10,0
4,412,20,16,2,11,0
4,412,20,16,2,12,0
4,412,20,16,2,13,0
4,412,20,16,2,14,0
4,412,20,16,2,15,0
4,413,20,17,3,1,0
4,413,20,17,3,2,0
4,413,20,17,3,3,0
4,413,20,17,3,4,0
4,413,20,17,3,5,0
4,413,20,17,3,6,0
4,413,20,17,3,7,0
4,413,20,17,3,8,0
4,413,20,17,3,9,0
4,413,20,17,3,10,0
4,413,20,17,3,11,0
4,413,20,17,3,12,0
4,413,20,17,3,13,0
4,413,20,17,3,14,0
4,413,20,17,3,15,1
4,418,20,22,2,1,0
4,418,20,22,2,2,0
4,418,20,22,2,3,0
4,418,20,22,2,4,0
4,418,20,22,2,5,0
4,418,20,22,2,6,0
4,418,20,22,2,7,1
4,420,21,2,3,1,0
4,420,21,2,3,2,0
4,420,21,2,3,3,0
4,420,21,2,3,4,1
4,422,21,4,3,1,0
4,422,21,4,3,2,0
4,422,21,4,3,3,0
4,422,21,4,3,4,0
4,422,21,4,3,5,0
4,422,21,4,3,6,0
4,422,21,4,3,7,0
4,422,21,4,3,8,0
4,422,21,4,3,9,0
4,422,21,4,3,10,1
4,430,21,12,2,1,0
4,430,21,12,2,2,0
4,430,21,12,2,3,0
4,430,21,12,2,4,0
4,430,21,12,2,5,0
4,430,21,12,2,6,0
4,430,21,12,2,7,0
4,430,21,12,2,8,0
4,430,21,12,2,9,1
4,437,21,19,2,1,0
4,437,21,19,2,2,0
4,437,21,19,2,3,0
4,437,21,19,2,4,0
4,437,21,19,2,5,0
4,437,21,19,2,6,0
4,437,21,19,2,7,0
4,437,21,19,2,8,1
4,441,22,1,1,1,0
4,441,22,1,1,2,0
4,441,22,1,1,3,0
4,441,22,1,1,4,0
4,441,22,1,1,5,0
4,441,22,1,1,6,0
4,441,22,1,1,7,0
4,441,22,1,1,8,0
4,441,22,1,1,9,1
4,442,22,2,1,1,0
4,442,22,2,1,2,0
4,442,22,2,1,3,0
4,442,22,2,1,4,0
4,442,22,2,1,5,0
4,442,22,2,1,6,0
4,442,22,2,1,7,0
4,442,22,2,1,8,0
4,442,22,2,1,9,0
4,442,22,2,1,10,0
4,442,22,2,1,11,0
4,442,22,2,1,12,1
4,443,22,3,1,1,0
4,443,22,3,1,2,0
4,443,22,3,1,3,0
4,443,22,3,1,4,0
4,443,22,3,1,5,0
4,443,22,3,1,6,0
4,443,22,3,1,7,0
4,443,22,3,1,8,0
4,443,22,3,1,9,1
4,444,22,4,1,1,0
4,444,22,4,1,2,0
4,444,22,4,1,3,0
4,444,22,4,1,4,0
4,444,22,4,1,5,0
4,444,22,4,1,6,0
4,444,22,4,1,7,0
4,444,22,4,1,8,0
4,444,22,4,1,9,1
4,445,22,5,1,1,0
4,445,22,5,1,2,0
4,445,22,5,1,3,0
4,445,22,5,1,4,0
4,445,22,5,1,5,0
4,445,22,5,1,6,0
4,445,22,5,1,7,0
4,445,22,5,1,8,0
4,445,22,5,1,9,1
4,446,22,6,1,1,0
4,446,22,6,1,2,0
4,446,22,6,1,3,0
4,446,22,6,1,4,0
4,446,22,6,1,5,0
4,446,22,6,1,6,0
4,446,22,6,1,7,0
4,446,22,6,1,8,0
4,446,22,6,1,9,0
4,446,22,6,1,10,0
4,446,22,6,1,11,0
4,446,22,6,1,12,1
4,447,22,7,1,1,0
4,447,22,7,1,2,0
4,447,22,7,1,3,0
4,447,22,7,1,4,0
4,447,22,7,1,5,0
4,447,22,7,1,6,0
4,447,22,7,1,7,0
4,447,22,7,1,8,0
4,447,22,7,1,9,0
4,447,22,7,1,10,1
4,448,22,8,1,1,0
4,448,22,8,1,2,0
4,448,22,8,1,3,0
4,448,22,8,1,4,0
4,448,22,8,1,5,0
4,448,22,8,1,6,0
4,448,22,8,1,7,0
4,448,22,8,1,8,0
4,448,22,8,1,9,1
4,449,22,9,1,1,0
4,449,22,9,1,2,0
4,449,22,9,1,3,0
4,449,22,9,1,4,0
4,449,22,9,1,5,0
4,449,22,9,1,6,0
4,449,22,9,1,7,0
4,449,22,9,1,8,0
4,449,22,9,1,9,1
4,450,22,10,1,1,0
4,450,22,10,1,2,0
4,450,22,10,1,3,0
4,450,22,10,1,4,0
4,450,22,10,1,5,0
4,450,22,10,1,6,0
4,450,22,10,1,7,0
4,450,22,10,1,8,0
4,450,22,10,1,9,1
4,451,22,11,1,1,0
4,451,22,11,1,2,0
4,451,22,11,1,3,0
4,451,22,11,1,4,0
4,451,22,11,1,5,0
4,451,22,11,1,6,0
4,451,22,11,1,7,0
4,451,22,11,1,8,0
4,451,22,11,1,9,0
4,451,22,11,1,10,1
4,452,22,12,1,1,0
4,452,22,12,1,2,0
4,452,22,12,1,3,0
4,452,22,12,1,4,0
4,452,22,12,1,5,0
4,452,22,12,1,6,0
4,452,22,12,1,7,0
4,452,22,12,1,8,0
4,452,22,12,1,9,1
4,453,22,13,1,1,0
4,453,22,13,1,2,0
4,453,22,13,1,3,0
4,453,22,13,1,4,0
4,453,22,13,1,5,0
4,453,22,13,1,6,0
4,453,22,13,1,7,0
4,453,22,13,1,8,0
4,453,22,13,1,9,1
4,454,22,14,1,1,0
4,454,22,14,1,2,0
4,454,22,14,1,3,0
4,454,22,14,1,4,0
4,454,22,14,1,5,0
4,454,22,14,1,6,0
4,454,22,14,1,7,0
4,454,22,14,1,8,1
4,455,22,15,1,1,0
4,455,22,15,1,2,0
4,455,22,15,1,3,0
4,455,22,15,1,4,0
4,455,22,15,1,5,0
4,455,22,15,1,6,0
4,455,22,15,1,7,0
4,455,22,15,1,8,0
4,455,22,15,1,9,0
4,455,22,15,1,10,1
4,456,22,16,1,1,0
4,456,22,16,1,2,0
4,456,22,16,1,3,0
4,456,22,16,1,4,0
4,456,22,16,1,5,0
4,456,22,16,1,6,0
4,456,22,16,1,7,0
4,456,22,16,1,8,0
4,456,22,16,1,9,1
4,457,22,17,1,1,0
4,457,22,17,1,2,0
4,457,22,17,1,3,0
4,457,22,17,1,4,0
4,457,22,17,1,5,0
4,457,22,17,1,6,0
4,457,22,17,1,7,0
4,457,22,17,1,8,0
4,457,22,17,1,9,0
4,457,22,17,1,10,1
4,458,22,18,1,1,0
4,458,22,18,1,2,0
4,458,22,18,1,3,0
4,458,22,18,1,4,0
4,458,22,18,1,5,0
4,458,22,18,1,6,0
4,458,22,18,1,7,0
4,458,22,18,1,8,0
4,458,22,18,1,9,0
4,458,22,18,1,10,1
4,459,22,19,1,1,0
4,459,22,19,1,2,0
4,459,22,19,1,3,0
4,459,22,19,1,4,0
4,459,22,19,1,5,0
4,459,22,19,1,6,0
4,459,22,19,1,7,0
4,459,22,19,1,8,0
4,459,22,19,1,9,1
4,460,22,20,1,1,0
4,460,22,20,1,2,0
4,460,22,20,1,3,0
4,460,22,20,1,4,0
4,460,22,20,1,5,0
4,460,22,20,1,6,0
4,460,22,20,1,7,0
4,460,22,20,1,8,0
4,460,22,20,1,9,1
4,461,22,21,1,1,0
4,461,22,21,1,2,0
4,461,22,21,1,3,0
4,461,22,21,1,4,0
4,461,22,21,1,5,0
4,461,22,21,1,6,0
4,461,22,21,1,7,0
4,461,22,21,1,8,0
4,461,22,21,1,9,1
4,462,22,22,1,1,0
4,462,22,22,1,2,0
4,462,22,22,1,3,0
4,462,22,22,1,4,0
4,462,22,22,1,5,0
4,462,22,22,1,6,0
4,462,22,22,1,7,0
4,462,22,22,1,8,1
4,466,23,4,2,1,0
4,466,23,4,2,2,0
4,466,23,4,2,3,0
4,466,23,4,2,4,0
4,466,23,4,2,5,1
4,474,23,12,3,1,0
4,474,23,12,3,2,0
4,474,23,12,3,3,0
4,474,23,12,3,4,0
4,474,23,12,3,5,0
4,474,23,12,3,6,0
4,474,23,12,3,7,0
4,474,23,12,3,8,0
4,474,23,12,3,9,0
4,474,23,12,3,10,0
4,474,23,12,3,11,0
4,474,23,12,3,12,0
4,474,23,12,3,13,0
4,474,23,12,3,14,0
4,474,23,12,3,15,1
4,475,23,13,2,1,0
4,475,23,13,2,2,0
4,475,23,13,2,3,0
4,475,23,13,2,4,0
4,475,23,13,2,5,0
4,475,23,13,2,6,0
4,475,23,13,2,7,0
4,475,23,13,2,8,1
4,479,23,17,3,1,0
4,479,23,17,3,2,0
4,479,23,17,3,3,0
4,479,23,17,3,4,0
4,479,23,17,3,5,0
4,479,23,17,3,6,0
4,479,23,17,3,7,0
4,479,23,17,3,8,0
4,479,23,17,3,9,0
4,479,23,17,3,10,0
4,479,23,17,3,11,0
4,479,23,17,3,12,1
4,490,24,6,3,1,0
4,490,24,6,3,2,0
4,490,24,6,3,3,0
4,490,24,6,3,4,0
4,490,24,6,3,5,0
4,490,24,6,3,6,0
4,490,24,6,3,7,0
4,490,24,6,3,8,0
4,490,24,6,3,9,0
4,490,24,6,3,10,0
4,490,24,6,3,11,1
4,491,24,7,2,1,0
4,491,24,7,2,2,0
4,491,24,7,2,3,0
4,491,24,7,2,4,0
4,491,24,7,2,5,0
4,491,24,7,2,6,0
4,491,24,7,2,7,0
4,491,24,7,2,8,0
4,491,24,7,2,9,0
4,491,24,7,2,10,0
4,491,24,7,2,11,0
4,491,24,7,2,12,1
4,492,24,8,2,1,0
4,492,24,8,2,2,0
4,492,24,8,2,3,0
4,492,24,8,2,4,0
4,492,24,8,2,5,0
4,492,24,8,2,6,0
4,492,24,8,2,7,0
4,492,24,8,2,8,0
4,492,24,8,2,9,0
4,492,24,8,2,10,1
4,506,24,22,3,1,0
4,506,24,22,3,2,0
4,506,24,22,3,3,0
4,506,24,22,3,4,0
4,506,24,22,3,5,0
4,506,24,22,3,6,0
4,506,24,22,3,7,0
4,506,24,22,3,8,0
4,506,24,22,3,9,1
4,510,25,4,2,1,0
4,510,25,4,2,2,0
4,510,25,4,2,3,0
4,510,25,4,2,4,0
4,510,25,4,2,5,0
4,510,25,4,2,6,0
4,510,25,4,2,7,0
4,510,25,4,2,8,0
4,510,25,4,2,9,1
4,512,25,6,2,1,0
4,512,25,6,2,2,0
4,512,25,6,2,3,0
4,512,25,6,2,4,0
4,512,25,6,2,5,0
4,512,25,6,2,6,1
4,514,25,8,3,1,0
4,514,25,8,3,2,0
4,514,25,8,3,3,0
4,514,25,8,3,4,0
4,514,25,8,3,5,0
4,514,25,8,3,6,0
4,514,25,8,3,7,0
4,514,25,8,3,8,0
4,514,25,8,3,9,0
4,514,25,8,3,10,0
4,514,25,8,3,11,0
4,514,25,8,3,12,1
4,525,25,19,3,1,0
4,525,25,19,3,2,0
4,525,25,19,3,3,0
4,525,25,19,3,4,0
4,525,25,19,3,5,0
4,525,25,19,3,6,0
4,525,25,19,3,7,0
4,525,25,19,3,8,0
4,525,25,19,3,9,1
4,529,26,1,3,1,0
4,529,26,1,3,2,0
4,529,26,1,3,3,0
4,529,26,1,3,4,0
4,529,26,1,3,5,0
4,529,26,1,3,6,0
4,529,26,1,3,7,0
4,529,26,1,3,8,0
4,529,26,1,3,9,0
4,529,26,1,3,10,1
4,533,26,5,3,1,0
4,533,26,5,3,2,0
4,533,26,5,3,3,0
4,533,26,5,3,4,0
4,533,26,5,3,5,0
4,533,26,5,3,6,0
4,533,26,5,3,7,0
4,533,26,5,3,8,0
4,533,26,5,3,9,0
4,533,26,5,3,10,0
4,533,26,5,3,11,1
4,535,26,7,2,1,0
4,535,26,7,2,2,0
4,535,26,7,2,3,0
4,535,26,7,2,4,0
4,535,26,7,2,5,0
4,535,26,7,2,6,0
4,535,26,7,2,7,0
4,535,26,7,2,8,0
4,535,26,7,2,9,0
4,535,26,7,2,10,1
4,540,26,12,2,1,0
4,540,26,12,2,2,0
4,540,26,12,2,3,0
4,540,26,12,2,4,0
4,540,26,12,2,5,0
4,540,26,12,2,6,0
4,540,26,12,2,7,0
4,540,26,12,2,8,0
4,540,26,12,2,9,1
4,553,27,3,3,1,0
4,553,27,3,3,2,0
4,553,27,3,3,3,0
4,553,27,3,3,4,0
4,553,27,3,3,5,0
4,553,27,3,3,6,0
4,553,27,3,3,7,0
4,553,27,3,3,8,0
4,553,27,3,3,9,0
4,553,27,3,3,10,0
4,553,27,3,3,11,0
4,553,27,3,3,12,0
4,553,27,3,3,13,1
4,558,27,8,2,1,0
4,558,27,8,2,2,0
4,558,27,8,2,3,0
4,558,27,8,2,4,0
4,558,27,8,2,5,0
4,558,27,8,2,6,0
4,558,27,8,2,7,0
4,558,27,8,2,8,0
4,558,27,8,2,9,0
4,558,27,8,2,10,1
4,559,27,9,3,1,0
4,559,27,9,3,2,0
4,559,27,9,3,3,0
4,559,27,9,3,4,0
4,559,27,9,3,5,0
4,559,27,9,3,6,0
4,559,27,9,3,7,0
4,559,27,9,3,8,0
4,559,27,9,3,9,0
4,559,27,9,3,10,0
4,559,27,9,3,11,0
4,559,27,9,3,12,0
4,559,27,9,3,13,1
4,568,27,18,2,1,0
4,568,27,18,2,2,0
4,568,27,18,2,3,0
4,568,27,18,2,4,0
4,568,27,18,2,5,0
4,568,27,18,2,6,0
4,568,27,18,2,7,0
4,568,27,18,2,8,1
4,576,28,4,3,1,0
4,576,28,4,3,2,0
4,576,28,4,3,3,0
4,576,28,4,3,4,0
4,576,28,4,3,5,0
4,576,28,4,3,6,0
4,576,28,4,3,7,0
4,576,28,4,3,8,0
4,576,28,4,3,9,0
4,576,28,4,3,10,1
4,589,28,17,3,1,0
4,589,28,17,3,2,0
4,589,28,17,3,3,0
4,589,28,17,3,4,0
4,589,28,17,3,5,0
4,589,28,17,3,6,0
4,589,28,17,3,7,0
4,589,28,17,3,8,0
4,589,28,17,3,9,0
4,589,28,17,3,10,0
4,589,28,17,3,11,0
4,589,28,17,3,12,1
4,592,28,20,2,1,0
4,592,28,20,2,2,0
4,592,28,20,2,3,0
4,592,28,20,2,4,0
4,592,28,20,2,5,0
4,592,28,20,2,6,0
4,592,28,20,2,7,0
4,592,28,20,2,8,0
4,592,28,20,2,9,1
4,594,28,22,2,1,0
4,594,28,22,2,2,0
4,594,28,22,2,3,0
4,594,28,22,2,4,0
4,594,28,22,2,5,0
4,594,28,22,2,6,0
4,594,28,22,2,7,0
4,594,28,22,2,8,0
4,594,28,22,2,9,0
4,594,28,22,2,10,1
4,595,29,1,1,1,0
4,595,29,1,1,2,0
4,595,29,1,1,3,0
4,595,29,1,1,4,0
4,595,29,1,1,5,0
4,595,29,1,1,6,0
4,595,29,1,1,7,0
4,595,29,1,1,8,0
4,595,29,1,1,9,1
4,596,29,2,1,1,0
4,596,29,2,1,2,0
4,596,29,2,1,3,0
4,596,29,2,1,4,0
4,596,29,2,1,5,0
4,596,29,2,1,6,0
4,596,29,2,1,7,0
4,596,29,2,1,8,0
4,596,29,2,1,9,1
4,597,29,3,1,1,0
4,597,29,3,1,2,0
4,597,29,3,1,3,0
4,597,29,3,1,4,0
4,597,29,3,1,5,0
4,597,29,3,1,6,0
4,597,29,3,1,7,0
4,597,29,3,1,8,0
4,597,29,3,1,9,0
4,597,29,3,1,10,1
4,598,29,4,1,1,0
4,598,29,4,1,2,0
4,598,29,4,1,3,0
4,598,29,4,1,4,0
4,598,29,4,1,5,0
4,598,29,4,1,6,0
4,598,29,4,1,7,0
4,598,29,4,1,8,1
4,599,29,5,1,1,0
4,599,29,5,1,2,0
4,599,29,5,1,3,0
4,599,29,5,1,4,0
4,599,29,5,1,5,0
4,599,29,5,1,6,0
4,599,29,5,1,7,0
4,599,29,5,1,8,0
4,599,29,5,1,9,1
4,600,29,6,1,1,0
4,600,29,6,1,2,0
4,600,29,6,1,3,0
4,600,29,6,1,4,0
4,600,29,6,1,5,0
4,600,29,6,1,6,0
4,600,29,6,1,7,0
4,600,29,6,1,8,0
4,600,29,6,1,9,0
4,600,29,6,1,10,1
4,601,29,7,1,1,0
4,601,29,7,1,2,0
4,601,29,7,1,3,0
4,601,29,7,1,4,0
4,601,29,7,1,5,0
4,601,29,7,1,6,0
4,601,29,7,1,7,0
4,601,29,7,1,8,0
4,601,29,7,1,9,1
4,602,29,8,1,1,0
4,602,29,8,1,2,0
4,602,29,8,1,3,0
4,602,29,8,1,4,0
4,602,29,8,1,5,0
4,602,29,8,1,6,0
4,602,29,8,1,7,0
4,602,29,8,1,8,0
4,602,29,8,1,9,1
4,603,29,9,1,1,0
4,603,29,9,1,2,0
4,603,29,9,1,3,0
4,603,29,9,1,4,0
4,603,29,9,1,5,0
4,603,29,9,1,6,0
4,603,29,9,1,7,0
4,603,29,9,1,8,0
4,603,29,9,1,9,0
4,603,29,9,1,10,1
4,604,29,10,1,1,0
4,604,29,10,1,2,0
4,604,29,10,1,3,0
4,604,29,10,1,4,0
4,604,29,10,1,5,0
4,604,29,10,1,6,0
4,604,29,10,1,7,0
4,604,29,10,1,8,0
4,604,29,10,1,9,1
4,605,29,11,1,1,0
4,605,29,11,1,2,0
4,605,29,11,1,3,0
4,605,29,11,1,4,0
4,605,29,11,1,5,0
4,605,29,11,1,6,0
4,605,29,11,1,7,0
4,605,29,11,1,8,0
4,605,29,11,1,9,1
4,606,29,12,1,1,0
4,606,29,12,1,2,0
4,606,29,12,1,3,0
4,606,29,12,1,4,0
4,606,29,12,1,5,0
4,606,29,12,1,6,0
4,606,29,12,1,7,0
4,606,29,12,1,8,0
4,606,29,12,1,9,0
4,606,29,12,1,10,1
4,607,29,13,1,1,0
4,607,29,13,1,2,0
4,607,29,13,1,3,0
4,607,29,13,1,4,0
4,607,29,13,1,5,0
4,607,29,13,1,6,0
4,607,29,13,1,7,0
4,607,29,13,1,8,1
4,608,29,14,1,1,0
4,608,29,14,1,2,0
4,608,29,14,1,3,0
4,608,29,14,1,4,0
4,608,29,14,1,5,0
4,608,29,14,1,6,0
4,608,29,14,1,7,0
4,608,29,14,1,8,1
4,609,29,15,1,1,0
4,609,29,15,1,2,0
4,609,29,15,1,3,0
4,609,29,15,1,4,0
4,609,29,15,1,5,0
4,609,29,15,1,6,0
4,609,29,15,1,7,0
4,609,29,15,1,8,0
4,609,29,15,1,9,1
4,610,29,16,1,1,0
4,610,29,16,1,2,0
4,610,29,16,1,3,0
4,610,29,16,1,4,0
4,610,29,16,1,5,0
4,610,29,16,1,6,0
4,610,29,16,1,7,0
4,610,29,16,1,8,0
4,610,29,16,1,9,1
4,611,29,17,1,1,0
4,611,29,17,1,2,0
4,611,29,17,1,3,0
4,611,29,17,1,4,0
4,611,29,17,1,5,0
4,611,29,17,1,6,0
4,611,29,17,1,7,0
4,611,29,17,1,8,0
4,611,29,17,1,9,1
4,612,29,18,1,1,0
4,612,29,18,1,2,0
4,612,29,18,1,3,0
4,612,29,18,1,4,0
4,612,29,18,1,5,0
4,612,29,18,1,6,0
4,612,29,18,1,7,0
4,612,29,18,1,8,1
4,613,29,19,1,1,0
4,613,29,19,1,2,0
4,613,29,19,1,3,0
4,613,29,19,1,4,0
4,613,29,19,1,5,0
4,613,29,19,1,6,0
4,613,29,19,1,7,0
4,613,29,19,1,8,0
4,613,29,19,1,9,0
4,613,29,19,1,10,1
4,614,29,20,1,1,0
4,614,29,20,1,2,0
4,614,29,20,1,3,0
4,614,29,20,1,4,0
4,614,29,20,1,5,0
4,614,29,20,1,6,0
4,614,29,20,1,7,1
4,615,29,21,1,1,0
4,615,29,21,1,2,0
4,615,29,21,1,3,0
4,615,29,21,1,4,0
4,615,29,21,1,5,0
4,615,29,21,1,6,0
4,615,29,21,1,7,0
4,615,29,21,1,8,0
4,615,29,21,1,9,0
4,615,29,21,1,10,0
4,615,29,21,1,11,1
4,616,29,22,1,1,0
4,616,29,22,1,2,0
4,616,29,22,1,3,0
4,616,29,22,1,4,0
4,616,29,22,1,5,0
4,616,29,22,1,6,0
4,616,29,22,1,7,0
4,616,29,22,1,8,0
4,616,29,22,1,9,1
4,618,30,2,2,1,0
4,618,30,2,2,2,0
4,618,30,2,2,3,0
4,618,30,2,2,4,0
4,618,30,2,2,5,0
4,618,30,2,2,6,0
4,618,30,2,2,7,1
4,619,30,3,2,1,0
4,619,30,3,2,2,0
4,619,30,3,2,3,0
4,619,30,3,2,4,0
4,619,30,3,2,5,0
4,619,30,3,2,6,0
4,619,30,3,2,7,0
4,619,30,3,2,8,0
4,619,30,3,2,9,1
4,621,30,5,3,1,0
4,621,30,5,3,2,0
4,621,30,5,3,3,0
4,621,30,5,3,4,0
4,621,30,5,3,5,0
4,621,30,5,3,6,0
4,621,30,5,3,7,0
4,621,30,5,3,8,0
4,621,30,5,3,9,0
4,621,30,5,3,10,1
4,638,30,22,3,1,0
4,638,30,22,3,2,0
4,638,30,22,3,3,0
4,638,30,22,3,4,0
4,638,30,22,3,5,0
4,638,30,22,3,6,0
4,638,30,22,3,7,0
4,638,30,22,3,8,0
4,638,30,22,3,9,0
4,638,30,22,3,10,0
4,638,30,22,3,11,1
4,647,31,9,3,1,0
4,647,31,9,3,2,0
4,647,31,9,3,3,0
4,647,31,9,3,4,0
4,647,31,9,3,5,1
4,652,31,14,3,1,0
4,652,31,14,3,2,0
4,652,31,14,3,3,0
4,652,31,14,3,4,0
4,652,31,14,3,5,0
4,652,31,14,3,6,0
4,652,31,14,3,7,0
4,652,31,14,3,8,0
4,652,31,14,3,9,1
4,655,31,17,2,1,0
4,655,31,17,2,2,0
4,655,31,17,2,3,0
4,655,31,17,2,4,0
4,655,31,17,2,5,0
4,655,31,17,2,6,0
4,655,31,17,2,7,0
4,655,31,17,2,8,1
4,660,31,22,2,1,0
4,660,31,22,2,2,0
4,660,31,22,2,3,0
4,660,31,22,2,4,0
4,660,31,22,2,5,0
4,660,31,22,2,6,0
4,660,31,22,2,7,0
4,660,31,22,2,8,0
4,660,31,22,2,9,0
4,660,31,22,2,10,1
4,666,32,6,2,1,0
4,666,32,6,2,2,0
4,666,32,6,2,3,0
4,666,32,6,2,4,0
4,666,32,6,2,5,0
4,666,32,6,2,6,0
4,666,32,6,2,7,0
4,666,32,6,2,8,0
4,666,32,6,2,9,1
4,678,32,18,2,1,0
4,678,32,18,2,2,0
4,678,32,18,2,3,0
4,678,32,18,2,4,0
4,678,32,18,2,5,1
4,679,32,19,3,1,0
4,679,32,19,3,2,0
4,679,32,19,3,3,0
4,679,32,19,3,4,0
4,679,32,19,3,5,0
4,679,32,19,3,6,0
4,679,32,19,3,7,0
4,679,32,19,3,8,0
4,679,32,19,3,9,0
4,679,32,19,3,10,0
4,679,32,19,3,11,0
4,679,32,19,3,12,1
4,681,32,21,3,1,0
4,681,32,21,3,2,0
4,681,32,21,3,3,0
4,681,32,21,3,4,0
4,681,32,21,3,5,0
4,681,32,21,3,6,1
4,684,33,2,3,1,0
4,684,33,2,3,2,0
4,684,33,2,3,3,0
4,684,33,2,3,4,0
4,684,33,2,3,5,0
4,684,33,2,3,6,0
4,684,33,2,3,7,0
4,684,33,2,3,8,0
4,684,33,2,3,9,0
4,684,33,2,3,10,0
4,684,33,2,3,11,0
4,684,33,2,3,12,1
4,685,33,3,2,1,0
4,685,33,3,2,2,0
4,685,33,3,2,3,0
4,685,33,3,2,4,0
4,685,33,3,2,5,0
4,685,33,3,2,6,0
4,685,33,3,2,7,0
4,685,33,3,2,8,0
4,685,33,3,2,9,1
4,700,33,18,3,1,0
4,700,33,18,3,2,0
4,700,33,18,3,3,0
4,700,33,18,3,4,0
4,700,33,18,3,5,0
4,700,33,18,3,6,0
4,700,33,18,3,7,0
4,700,33,18,3,8,0
4,700,33,18,3,9,0
4,700,33,18,3,10,0
4,700,33,18,3,11,0
4,700,33,18,3,12,0
4,700,33,18,3,13,0
4,700,33,18,3,14,1
4,703,33,21,2,1,0
4,703,33,21,2,2,0
4,703,33,21,2,3,0
4,703,33,21,2,4,0
4,703,33,21,2,5,0
4,703,33,21,2,6,0
4,703,33,21,2,7,0
4,703,33,21,2,8,0
4,703,33,21,2,9,1
4,712,34,8,2,1,0
4,712,34,8,2,2,0
4,712,34,8,2,3,0
4,712,34,8,2,4,0
4,712,34,8,2,5,0
4,712,34,8,2,6,0
4,712,34,8,2,7,0
4,712,34,8,2,8,0
4,712,34,8,2,9,0
4,712,34,8,2,10,1
4,717,34,13,3,1,0
4,717,34,13,3,2,0
4,717,34,13,3,3,0
4,717,34,13,3,4,0
4,717,34,13,3,5,0
4,717,34,13,3,6,0
4,717,34,13,3,7,0
4,717,34,13,3,8,0
4,717,34,13,3,9,0
4,717,34,13,3,10,1
4,721,34,17,3,1,0
4,721,34,17,3,2,0
4,721,34,17,3,3,0
4,721,34,17,3,4,0
4,721,34,17,3,5,0
4,721,34,17,3,6,0
4,721,34,17,3,7,0
4,721,34,17,3,8,0
4,721,34,17,3,9,0
4,721,34,17,3,10,0
4,721,34,17,3,11,1
4,724,34,20,2,1,0
4,724,34,20,2,2,0
